url_length,domain_length,path_length,query_length,num_dots,num_hyphens,num_underscores,num_slashes,num_question_marks,num_equals,num_ampersands,num_percent,num_digits,num_letters,num_special_chars,has_https,has_http,has_at_symbol,has_ip_address,has_port,num_subdomains,has_cname,domain_age,num_suspicious_keywords,has_suspicious_keywords,is_shortened,tld_length,has_suspicious_tld,path_depth,has_executable,num_params,has_sensitive_params,url_entropy,domain_entropy,has_high_entropy,has_brand_name,has_homograph,has_ssl_indicator,has_redirect,digit_ratio,special_char_ratio,label
37,22,8,0,1,2,0,3,0,0,0,0,0,30,7,0,1,0,0,0,0,0,7,4,1,0,2,1,1,0,0,0,4.2629790410707376,3.879664004902593,1,0,0,1,0,0.0,0.1891891891891892,1
35,22,6,0,1,1,0,3,0,0,0,0,0,28,7,0,1,1,0,0,0,0,8,1,1,0,3,0,1,0,0,0,4.071581588126283,3.845350936622435,1,0,0,0,0,0.0,0.2,1
30,16,7,0,1,1,0,3,0,0,0,0,0,24,6,0,1,0,0,0,0,0,10,3,1,0,3,0,1,0,0,0,4.20623892865339,3.75,1,0,0,1,0,0.0,0.2,1
39,26,6,0,1,2,0,3,0,0,0,0,0,32,7,0,1,0,0,0,0,0,7,4,1,0,3,1,1,0,0,0,4.118484911058994,3.7483286603655737,1,0,0,1,0,0.0,0.1794871794871795,1
38,31,0,0,2,1,0,2,0,0,0,0,0,31,7,0,1,1,0,0,1,0,7,0,0,0,3,0,0,0,0,0,4.033744211143122,3.8371256496420134,1,0,0,0,0,0.0,0.18421052631578946,1
38,24,7,0,1,2,0,3,0,0,0,0,0,31,7,0,1,0,0,0,0,0,7,4,1,0,3,1,1,0,0,0,4.306494947369445,4.053508854797679,1,0,0,1,0,0.0,0.18421052631578946,1
47,25,15,0,1,3,0,3,0,0,0,0,0,39,8,0,1,0,0,0,0,0,7,5,1,0,3,1,1,0,0,0,4.436943638635493,4.133660689688185,1,1,0,1,0,0.0,0.1702127659574468,1
38,25,6,0,1,2,0,3,0,0,0,0,0,31,7,0,1,0,0,0,0,0,7,4,1,0,2,1,1,0,0,0,4.221097250057957,3.8438561897747237,1,0,0,1,0,0.0,0.18421052631578946,1
34,22,5,0,1,2,0,3,0,0,0,0,0,27,7,0,1,0,0,0,0,0,7,3,1,0,2,1,1,0,0,0,4.256149238118269,3.788754913993502,1,0,0,1,0,0.0,0.20588235294117646,1
38,23,8,0,1,2,0,3,0,0,0,0,0,31,7,0,1,0,0,0,0,0,7,4,1,0,2,1,1,0,0,0,4.168465671110588,3.7950885863977324,1,0,0,1,0,0.0,0.18421052631578946,1
38,25,6,0,1,2,0,3,0,0,0,0,0,31,7,0,1,0,0,0,0,0,7,4,1,0,3,1,1,0,0,0,4.221097250057957,3.863465189601646,1,0,0,1,0,0.0,0.18421052631578946,1
45,31,7,0,1,3,0,3,0,0,0,0,0,37,8,0,1,0,0,0,0,0,6,5,1,0,3,0,1,0,0,0,4.313640873915144,4.106949132758152,1,0,0,1,0,0.0,0.17777777777777778,1
40,25,8,0,1,2,0,3,0,0,0,0,0,33,7,0,1,0,0,0,0,0,7,4,1,0,3,0,1,0,0,0,4.296439344671016,3.8936606896881845,1,1,0,1,0,0.0,0.175,1
38,24,7,0,1,2,0,3,0,0,0,0,0,31,7,0,1,0,0,0,0,0,7,4,1,0,3,1,1,0,0,0,4.378991986900062,3.9701755214643457,1,0,0,1,0,0.0,0.18421052631578946,1
35,23,5,0,1,2,0,3,0,0,0,0,0,28,7,0,1,0,0,0,0,0,7,3,1,0,2,1,1,0,0,0,4.047160074632759,3.7950885863977324,1,0,0,1,0,0.0,0.2,1
37,24,6,0,1,2,0,3,0,0,0,0,0,30,7,0,1,0,0,0,0,0,7,4,1,0,2,1,1,0,0,0,4.404738838309564,3.9701755214643457,1,1,0,1,0,0.0,0.1891891891891892,1
38,23,8,0,1,2,0,3,0,0,0,0,0,31,7,0,1,0,0,0,0,0,7,4,1,0,2,1,1,0,0,0,4.126106711256988,3.7409532604048397,1,0,0,1,0,0.0,0.18421052631578946,1
36,22,7,0,1,2,0,3,0,0,0,0,0,29,7,0,1,0,0,0,0,0,7,3,1,0,2,1,1,0,0,0,4.218128820706467,3.879664004902593,1,0,0,1,0,0.0,0.19444444444444445,1
38,24,7,0,1,2,0,3,0,0,0,0,0,31,7,0,1,0,0,0,0,0,7,4,1,0,3,1,1,0,0,0,4.221097250057957,3.9701755214643453,1,0,0,1,0,0.0,0.18421052631578946,1
37,25,5,0,1,2,0,3,0,0,0,0,0,30,7,0,1,0,0,0,0,0,7,2,1,0,3,0,1,0,0,0,4.053915865570478,3.843856189774723,1,0,0,1,0,0.0,0.1891891891891892,1
39,24,8,0,1,2,0,3,0,0,0,0,0,32,7,0,1,0,0,0,0,0,7,4,1,0,3,1,1,0,0,0,4.265544846790009,4.053508854797679,1,0,0,0,0,0.0,0.1794871794871795,1
38,25,6,0,1,2,0,3,0,0,0,0,0,31,7,0,1,0,0,0,0,0,7,4,1,0,3,1,1,0,0,0,4.378991986900062,3.9434651896016457,1,0,0,1,0,0.0,0.18421052631578946,1
39,25,7,0,1,2,0,3,0,0,0,0,0,32,7,0,1,0,0,0,0,0,7,4,1,0,2,1,1,0,0,0,4.368108949354111,3.863465189601646,1,1,0,1,0,0.0,0.1794871794871795,1
37,23,7,0,1,2,0,3,0,0,0,0,0,30,7,0,1,0,0,0,0,0,7,3,1,0,2,1,1,0,0,0,4.023661393171459,3.7409532604048397,1,0,0,1,0,0.0,0.1891891891891892,1
34,22,5,0,1,2,0,3,0,0,0,0,0,27,7,0,1,0,0,0,0,0,7,3,1,0,2,1,1,0,0,0,4.314972767530033,3.879664004902593,1,0,0,1,0,0.0,0.20588235294117646,1
40,25,8,0,1,2,0,3,0,0,0,0,0,33,7,0,1,0,0,0,0,0,7,4,1,0,3,1,1,0,0,0,4.146439344671015,3.8634651896016456,1,0,0,1,0,0.0,0.175,1
38,24,7,0,1,2,0,3,0,0,0,0,0,31,7,0,1,0,0,0,0,0,7,4,1,0,3,0,1,0,0,0,4.273728829005326,3.8035088547976788,1,0,0,1,0,0.0,0.18421052631578946,1
39,25,7,0,1,2,0,3,0,0,0,0,0,32,7,0,1,0,0,0,0,0,7,3,1,0,3,1,1,0,0,0,4.192346052629154,3.7794705707972502,1,0,0,1,0,0.0,0.1794871794871795,1
36,24,5,0,1,2,0,3,0,0,0,0,0,29,7,0,1,0,0,0,0,0,7,3,1,0,3,1,1,0,0,0,4.218128820706466,3.9701755214643457,1,0,0,1,0,0.0,0.19444444444444445,1
39,24,8,0,1,2,0,3,0,0,0,0,0,32,7,0,1,0,0,0,0,0,7,4,1,0,2,1,1,0,0,0,4.419391000636162,3.9701755214643457,1,1,0,1,0,0.0,0.1794871794871795,1
36,23,6,0,1,2,0,3,0,0,0,0,0,29,7,0,1,0,0,0,0,0,7,3,1,0,2,1,1,0,0,0,4.0860486123130375,3.7409532604048397,1,0,0,1,0,0.0,0.19444444444444445,1
38,24,7,0,1,2,0,3,0,0,0,0,0,31,7,0,1,0,0,0,0,0,7,3,1,0,2,1,1,0,0,0,4.221097250057957,3.9387218755408675,1,0,0,1,0,0.0,0.18421052631578946,1
37,23,7,0,1,2,0,3,0,0,0,0,0,30,7,0,1,0,0,0,0,0,7,3,1,0,3,1,1,0,0,0,4.1317695012795665,3.9690016298759936,1,0,0,1,0,0.0,0.1891891891891892,1
38,26,5,0,1,2,0,3,0,0,0,0,0,31,7,0,1,0,0,0,0,0,7,2,1,0,3,0,1,0,0,0,3.9026797376866433,3.7483286603655737,0,0,0,0,0,0.0,0.18421052631578946,1
40,25,8,0,1,2,0,3,0,0,0,0,0,33,7,0,1,0,0,0,0,0,7,4,1,0,3,1,1,0,0,0,4.227567157116929,3.9434651896016457,1,0,0,1,0,0.0,0.175,1
37,24,6,0,1,2,0,3,0,0,0,0,0,30,7,0,1,0,0,0,0,0,7,3,1,0,3,1,1,0,0,0,4.3374354600481295,4.053508854797679,1,1,0,1,0,0.0,0.1891891891891892,1
37,23,7,0,1,2,0,3,0,0,0,0,0,30,7,0,1,0,0,0,0,0,7,3,1,0,2,1,1,0,0,0,4.283381405994076,4.001822825622231,1,0,0,0,0,0.0,0.1891891891891892,1
37,23,7,0,1,2,0,3,0,0,0,0,0,30,7,0,1,0,0,0,0,0,7,3,1,0,2,1,1,0,0,0,4.023661393171459,3.7409532604048397,1,0,0,1,0,0.0,0.1891891891891892,1
34,22,5,0,1,2,0,3,0,0,0,0,0,27,7,0,1,0,0,0,0,0,7,3,1,0,2,1,1,0,0,0,4.314972767530033,3.879664004902593,1,0,0,1,0,0.0,0.20588235294117646,1
40,25,8,0,1,2,0,3,0,0,0,0,0,33,7,0,1,0,0,0,0,0,7,4,1,0,3,1,1,0,0,0,4.146439344671015,3.863465189601646,1,0,0,1,0,0.0,0.175,1
40,26,7,0,1,2,0,3,0,0,0,0,0,33,7,0,1,0,0,0,0,0,7,3,1,0,3,0,1,0,0,0,4.225070520364182,3.7483286603655737,1,0,0,0,0,0.0,0.175,1
37,23,7,0,1,2,0,3,0,0,0,0,0,30,7,0,1,0,0,0,0,0,7,3,1,0,3,1,1,0,0,0,4.185823555333621,3.9361804341297555,1,0,0,1,0,0.0,0.1891891891891892,1
36,24,5,0,1,2,0,3,0,0,0,0,0,29,7,0,1,0,0,0,0,0,7,3,1,0,3,1,1,0,0,0,4.315622570826659,4.084962500721157,1,0,0,0,0,0.0,0.19444444444444445,1
39,24,8,0,1,2,0,3,0,0,0,0,0,32,7,0,1,0,0,0,0,0,7,4,1,0,2,1,1,0,0,0,4.153633873031027,3.636842188131012,1,1,0,0,0,0.0,0.1794871794871795,1
37,24,6,0,1,2,0,3,0,0,0,0,0,30,7,0,1,0,0,0,0,0,7,4,1,0,2,1,1,0,0,0,4.229327351940022,3.7201755214643453,1,0,0,1,0,0.0,0.1891891891891892,1
37,23,7,0,1,2,0,3,0,0,0,0,0,30,7,0,1,0,0,0,0,0,7,3,1,0,2,1,1,0,0,0,4.283381405994076,4.001822825622231,1,0,0,0,0,0.0,0.1891891891891892,1
38,24,7,0,1,2,0,3,0,0,0,0,0,31,7,0,1,0,0,0,0,0,7,3,1,0,3,1,1,0,0,0,3.9778048159043635,3.7720552088742005,0,0,0,1,0,0.0,0.18421052631578946,1
39,27,5,0,1,2,0,3,0,0,0,0,0,32,7,0,1,0,0,0,0,0,7,2,1,0,3,0,1,0,0,0,3.9872178475009488,3.8841550945958048,0,0,0,1,0,0.0,0.1794871794871795,1
38,23,8,0,1,2,0,3,0,0,0,0,0,31,7,0,1,0,0,0,0,0,7,4,1,0,3,1,1,0,0,0,4.293594289588575,3.9361804341297555,1,0,0,1,0,0.0,0.18421052631578946,1
38,25,6,0,1,2,0,3,0,0,0,0,0,31,7,0,1,0,0,0,0,0,7,4,1,0,3,1,1,0,0,0,4.378991986900062,3.9434651896016457,1,0,0,1,0,0.0,0.18421052631578946,1
38,24,7,0,1,2,0,3,0,0,0,0,0,31,7,0,1,0,0,0,0,0,7,4,1,0,2,1,1,0,0,0,4.326360407952694,3.636842188131012,1,1,0,0,0,0.0,0.18421052631578946,1
37,23,7,0,1,2,0,3,0,0,0,0,0,30,7,0,1,0,0,0,0,0,7,3,1,0,2,1,1,0,0,0,4.023661393171459,3.7409532604048397,1,0,0,1,0,0.0,0.1891891891891892,1
35,23,5,0,1,2,0,3,0,0,0,0,0,28,7,0,1,0,0,0,0,0,7,3,1,0,2,1,1,0,0,0,4.25057194545458,4.001822825622231,1,0,0,0,0,0.0,0.2,1
40,25,8,0,1,2,0,3,0,0,0,0,0,33,7,0,1,0,0,0,0,0,7,4,1,0,3,1,1,0,0,0,4.146439344671015,3.863465189601646,1,0,0,1,0,0.0,0.175,1
39,25,7,0,1,2,0,3,0,0,0,0,0,32,7,0,1,0,0,0,0,0,7,3,1,0,3,0,1,0,0,0,4.192346052629154,3.843856189774723,1,0,0,1,0,0.0,0.1794871794871795,1
38,24,7,0,1,2,0,3,0,0,0,0,0,31,7,0,1,0,0,0,0,0,7,4,1,0,3,1,1,0,0,0,4.306494947369446,4.053508854797679,1,0,0,1,0,0.0,0.18421052631578946,1
36,24,5,0,1,2,0,3,0,0,0,0,0,29,7,0,1,0,0,0,0,0,7,3,1,0,3,1,1,0,0,0,4.384795487373133,4.053508854797679,1,1,0,1,0,0.0,0.19444444444444445,1
38,23,8,0,1,2,0,3,0,0,0,0,0,31,7,0,1,0,0,0,0,0,7,4,1,0,2,1,1,0,0,0,4.286629486786197,4.001822825622231,1,0,0,0,0,0.0,0.18421052631578946,1
36,23,6,0,1,2,0,3,0,0,0,0,0,29,7,0,1,0,0,0,0,0,7,3,1,0,2,1,1,0,0,0,4.0860486123130375,3.7409532604048397,1,0,0,1,0,0.0,0.19444444444444445,1
38,24,7,0,1,2,0,3,0,0,0,0,0,31,7,0,1,0,0,0,0,0,7,3,1,0,2,1,1,0,0,0,4.221097250057957,3.9387218755408675,1,0,0,1,0,0.0,0.18421052631578946,1
37,23,7,0,1,2,0,3,0,0,0,0,0,30,7,0,1,0,0,0,0,0,7,3,1,0,3,1,1,0,0,0,4.1317695012795665,3.9690016298759936,1,0,0,1,0,0.0,0.1891891891891892,1
38,26,5,0,1,2,0,3,0,0,0,0,0,31,7,0,1,0,0,0,0,0,7,2,1,0,3,0,1,0,0,0,3.9026797376866433,3.7483286603655737,0,0,0,0,0,0.0,0.18421052631578946,1
40,25,8,0,1,2,0,3,0,0,0,0,0,33,7,0,1,0,0,0,0,0,7,4,1,0,3,1,1,0,0,0,4.227567157116929,3.9434651896016457,1,0,0,1,0,0.0,0.175,1
37,24,6,0,1,2,0,3,0,0,0,0,0,30,7,0,1,0,0,0,0,0,7,3,1,0,3,1,1,0,0,0,4.3374354600481295,4.053508854797679,1,1,0,1,0,0.0,0.1891891891891892,1
37,23,7,0,1,2,0,3,0,0,0,0,0,30,7,0,1,0,0,0,0,0,7,3,1,0,2,1,1,0,0,0,4.283381405994076,4.001822825622231,1,0,0,0,0,0.0,0.1891891891891892,1
37,23,7,0,1,2,0,3,0,0,0,0,0,30,7,0,1,0,0,0,0,0,7,3,1,0,2,1,1,0,0,0,4.023661393171459,3.7409532604048397,1,0,0,1,0,0.0,0.1891891891891892,1
34,22,5,0,1,2,0,3,0,0,0,0,0,27,7,0,1,0,0,0,0,0,7,3,1,0,2,1,1,0,0,0,4.314972767530033,3.879664004902593,1,0,0,1,0,0.0,0.20588235294117646,1
40,25,8,0,1,2,0,3,0,0,0,0,0,33,7,0,1,0,0,0,0,0,7,4,1,0,3,1,1,0,0,0,4.146439344671015,3.863465189601646,1,0,0,1,0,0.0,0.175,1
40,26,7,0,1,2,0,3,0,0,0,0,0,33,7,0,1,0,0,0,0,0,7,3,1,0,3,0,1,0,0,0,4.225070520364182,3.7483286603655737,1,0,0,0,0,0.0,0.175,1
37,23,7,0,1,2,0,3,0,0,0,0,0,30,7,0,1,0,0,0,0,0,7,3,1,0,3,1,1,0,0,0,4.185823555333621,3.9361804341297555,1,0,0,1,0,0.0,0.1891891891891892,1
36,24,5,0,1,2,0,3,0,0,0,0,0,29,7,0,1,0,0,0,0,0,7,3,1,0,3,1,1,0,0,0,4.315622570826659,4.084962500721157,1,0,0,0,0,0.0,0.19444444444444445,1
39,24,8,0,1,2,0,3,0,0,0,0,0,32,7,0,1,0,0,0,0,0,7,4,1,0,2,1,1,0,0,0,4.153633873031027,3.636842188131012,1,1,0,0,0,0.0,0.1794871794871795,1
37,24,6,0,1,2,0,3,0,0,0,0,0,30,7,0,1,0,0,0,0,0,7,4,1,0,2,1,1,0,0,0,4.229327351940022,3.7201755214643453,1,0,0,1,0,0.0,0.1891891891891892,1
37,23,7,0,1,2,0,3,0,0,0,0,0,30,7,0,1,0,0,0,0,0,7,3,1,0,2,1,1,0,0,0,4.283381405994076,4.001822825622231,1,0,0,0,0,0.0,0.1891891891891892,1
38,24,7,0,1,2,0,3,0,0,0,0,0,31,7,0,1,0,0,0,0,0,7,3,1,0,3,1,1,0,0,0,3.9778048159043635,3.7720552088742005,0,0,0,1,0,0.0,0.18421052631578946,1
39,27,5,0,1,2,0,3,0,0,0,0,0,32,7,0,1,0,0,0,0,0,7,2,1,0,3,0,1,0,0,0,3.9872178475009488,3.8841550945958048,0,0,0,1,0,0.0,0.1794871794871795,1
38,23,8,0,1,2,0,3,0,0,0,0,0,31,7,0,1,0,0,0,0,0,7,4,1,0,3,1,1,0,0,0,4.293594289588575,3.9361804341297555,1,0,0,1,0,0.0,0.18421052631578946,1
38,25,6,0,1,2,0,3,0,0,0,0,0,31,7,0,1,0,0,0,0,0,7,4,1,0,3,1,1,0,0,0,4.378991986900062,3.9434651896016457,1,0,0,1,0,0.0,0.18421052631578946,1
38,24,7,0,1,2,0,3,0,0,0,0,0,31,7,0,1,0,0,0,0,0,7,4,1,0,2,1,1,0,0,0,4.326360407952694,3.636842188131012,1,1,0,0,0,0.0,0.18421052631578946,1
37,23,7,0,1,2,0,3,0,0,0,0,0,30,7,0,1,0,0,0,0,0,7,3,1,0,2,1,1,0,0,0,4.023661393171459,3.7409532604048397,1,0,0,1,0,0.0,0.1891891891891892,1
35,23,5,0,1,2,0,3,0,0,0,0,0,28,7,0,1,0,0,0,0,0,7,3,1,0,2,1,1,0,0,0,4.25057194545458,4.001822825622231,1,0,0,0,0,0.0,0.2,1
40,25,8,0,1,2,0,3,0,0,0,0,0,33,7,0,1,0,0,0,0,0,7,4,1,0,3,1,1,0,0,0,4.146439344671015,3.863465189601646,1,0,0,1,0,0.0,0.175,1
39,25,7,0,1,2,0,3,0,0,0,0,0,32,7,0,1,0,0,0,0,0,7,3,1,0,3,0,1,0,0,0,4.192346052629154,3.843856189774723,1,0,0,1,0,0.0,0.1794871794871795,1
38,24,7,0,1,2,0,3,0,0,0,0,0,31,7,0,1,0,0,0,0,0,7,4,1,0,3,1,1,0,0,0,4.306494947369446,4.053508854797679,1,0,0,1,0,0.0,0.18421052631578946,1
36,24,5,0,1,2,0,3,0,0,0,0,0,29,7,0,1,0,0,0,0,0,7,3,1,0,3,1,1,0,0,0,4.384795487373133,4.053508854797679,1,1,0,1,0,0.0,0.19444444444444445,1
38,23,8,0,1,2,0,3,0,0,0,0,0,31,7,0,1,0,0,0,0,0,7,4,1,0,2,1,1,0,0,0,4.286629486786197,4.001822825622231,1,0,0,0,0,0.0,0.18421052631578946,1
36,23,6,0,1,2,0,3,0,0,0,0,0,29,7,0,1,0,0,0,0,0,7,3,1,0,2,1,1,0,0,0,4.0860486123130375,3.7409532604048397,1,0,0,1,0,0.0,0.19444444444444445,1
38,24,7,0,1,2,0,3,0,0,0,0,0,31,7,0,1,0,0,0,0,0,7,3,1,0,2,1,1,0,0,0,4.221097250057957,3.9387218755408675,1,0,0,1,0,0.0,0.18421052631578946,1
37,23,7,0,1,2,0,3,0,0,0,0,0,30,7,0,1,0,0,0,0,0,7,3,1,0,3,1,1,0,0,0,4.1317695012795665,3.9690016298759936,1,0,0,1,0,0.0,0.1891891891891892,1
38,26,5,0,1,2,0,3,0,0,0,0,0,31,7,0,1,0,0,0,0,0,7,2,1,0,3,0,1,0,0,0,3.9026797376866433,3.7483286603655737,0,0,0,0,0,0.0,0.18421052631578946,1
